Title,year,Genres,Actors,Director,Plot,OMDb_URL,Poster_URL
Russian Ark (Russkij Kovcheg),2002.0,"Drama, Fantasy, History","Sergey Dreyden, Mariya Kuznetsova, Leonid Mozgovoy",Aleksandr Sokurov,"A 19th century French aristocrat, notorious for his scathing memoirs about life in Russia, travels through the Russian State Hermitage Museum and encounters historical figures from the last 200+ years.",https://www.imdb.com/title/tt0318034/,https://m.media-amazon.com/images/M/MV5BMjEyNDEwOTU0NV5BMl5BanBnXkFtZTYwNjk0NTk5._V1_SX300.jpg
The Pianist,2002.0,"Biography, Drama, Music","Adrien Brody, Thomas Kretschmann, Frank Finlay",Roman Polanski,"During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",https://www.imdb.com/title/tt0253474/,https://m.media-amazon.com/images/M/MV5BMjEwNmEwYjgtNTk3ZC00NjljLTg5ZDctZTY3ZGQwZjRkZmQxXkEyXkFqcGc@._V1_SX300.jpg
Gangs of New York,2002.0,"Crime, Drama","Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis",Martin Scorsese,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher; his father's killer.",https://www.imdb.com/title/tt0217505/,https://m.media-amazon.com/images/M/MV5BMTQ0MDA0MTUtYzkzMi00NDY3LThhZDEtNGM4MWUwYzMyZDk5XkEyXkFqcGc@._V1_SX300.jpg
Adaptation.,2002.0,"Comedy, Drama","Nicolas Cage, Meryl Streep, Chris Cooper",Spike Jonze,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,https://www.imdb.com/title/tt0268126/,https://m.media-amazon.com/images/M/MV5BMmQ1MWMxZjEtNmNmYi00ZGFhLWExZDItODcwNzlmZjg0YzNlXkEyXkFqcGc@._V1_SX300.jpg
Talk to Her (Hable Con Ella),2002.0,"Drama, Mystery, Romance","Rosario Flores, Javier Cámara, Darío Grandinetti",Pedro Almodóvar,Two men share an odd friendship while they care for two women who are both in deep comas.,https://www.imdb.com/title/tt0287467/,https://m.media-amazon.com/images/M/MV5BM2NjMmQyYmQtMjRjMi00OGVjLWFlMDAtNDYzNDE0MmY4YjE1XkEyXkFqcGc@._V1_SX300.jpg
Bowling for Columbine,2002.0,"Documentary, Crime, Drama","Michael Moore, Charlton Heston, Marilyn Manson",Michael Moore,Filmmaker Michael Moore explores the roots of America's predilection for gun violence.,https://www.imdb.com/title/tt0310793/,https://m.media-amazon.com/images/M/MV5BNTNlYzY3NDEtNDk4OC00MzJjLWJmNWUtZTJjMTAzMTA1NWI1XkEyXkFqcGc@._V1_SX300.jpg
The Lord of the Rings: The Two Towers,2002.0,"Adventure, Drama, Fantasy","Elijah Wood, Ian McKellen, Orlando Bloom",Peter Jackson,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,https://www.imdb.com/title/tt0120737/,https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_SX300.jpg
Irreversible,2002.0,"Crime, Drama, Mystery","Monica Bellucci, Vincent Cassel, Albert Dupontel",Gaspar Noé,Events over the course of one traumatic night in Paris unfold in reverse-chronological order.,https://www.imdb.com/title/tt0290673/,https://m.media-amazon.com/images/M/MV5BZTE2MWM1NTgtMGVjMy00ZGU2LWE4YTUtNTRlNWRhZWE2NmM0XkEyXkFqcGc@._V1_SX300.jpg
Bus 174,2002.0,"Documentary, Crime","Sandro do Nascimento, Rodrigo Pimentel, Luiz Eduardo Soares","José Padilha, Felipe Lacerda","On June 12, 2000, a young man with a gun took the passengers aboard Bus 174 in Rio de Janeiro, Brazil hostage. This documentary examines the event itself, the resulting media frenzy, the police response, and the perpetrator's back...",https://www.imdb.com/title/tt0340468/,https://m.media-amazon.com/images/M/MV5BMTI4OTM5ODkwMl5BMl5BanBnXkFtZTcwNjQyMTQyMQ@@._V1_SX300.jpg
"Kill Bill, Vol. 1",2003.0,"Action, Crime, Thriller","Uma Thurman, David Carradine, Daryl Hannah",Quentin Tarantino,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",https://www.imdb.com/title/tt0266697/,https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_SX300.jpg
The Lord of the Rings: The Return of the King,2003.0,"Adventure, Drama, Fantasy","Elijah Wood, Ian McKellen, Orlando Bloom",Peter Jackson,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,https://www.imdb.com/title/tt0120737/,https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_SX300.jpg
Aileen: Life and Death of a Serial Killer,2003.0,"Documentary, Crime","Aileen Wuornos, Nick Broomfield, Terry Humphreys-Slay","Nick Broomfield, Joan Churchill","Nick Broomfield's second documentary about serial killer Aileen Wuornos, focusing on her mental state on death row.",https://www.imdb.com/title/tt0364930/,https://m.media-amazon.com/images/M/MV5BNWFiNTQyMzYtNTZjOS00ZWJhLTkzNzktZDM0N2Q0ZDQ2YTFmXkEyXkFqcGc@._V1_SX300.jpg
Oldboy,2003.0,"Action, Drama, Mystery","Choi Min-sik, Yoo Ji-tae, Kang Hye-jeong",Park Chan-wook,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",https://www.imdb.com/title/tt0364569/,https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_SX300.jpg
Elephant,2003.0,"Crime, Drama, Thriller","Elias McConnell, Alex Frost, Eric Deulen",Gus Van Sant,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.,https://www.imdb.com/title/tt0363589/,https://m.media-amazon.com/images/M/MV5BMTIwZjA2OGYtNmYyMS00MjJjLWIxYTEtOTEyMTZjMGYzMTM2XkEyXkFqcGc@._V1_SX300.jpg
The Barbarian Invasions (Les Invasions Barbares),2003.0,"Comedy, Crime, Drama","Rémy Girard, Dorothée Berryman, Stéphane Rousseau",Denys Arcand,"During his final days, a dying man is reunited with old friends, former lovers, his ex-wife, and his estranged son.",https://www.imdb.com/title/tt0338135/,https://m.media-amazon.com/images/M/MV5BY2FmYmZiOTYtY2EyOC00YjhhLWI2NGMtYjU1YTE1NDE2MjZjXkEyXkFqcGc@._V1_SX300.jpg
The Best of Youth (La Meglio Gioventù),2003.0,"Drama, Romance","James Marsden, Michelle Monaghan, Luke Bracey",Michael Hoffman,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,https://www.imdb.com/title/tt1972779/,https://m.media-amazon.com/images/M/MV5BMzQ5Njg3Njk5N15BMl5BanBnXkFtZTgwODIwODIxMjE@._V1_SX300.jpg
Lost in Translation,2003.0,"Comedy, Drama","Bill Murray, Scarlett Johansson, Giovanni Ribisi",Sofia Coppola,A fading movie star falls for a lonely young woman in Tokyo.,https://www.imdb.com/title/tt0335266/,https://m.media-amazon.com/images/M/MV5BMTUxMzk0NDg1MV5BMl5BanBnXkFtZTgwNDg0NjkxMDI@._V1_SX300.jpg
"Good Bye, Lenin!",2003.0,"Comedy, Drama, Romance","Daniel Brühl, Katrin Sass, Chulpan Khamatova",Wolfgang Becker,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",https://www.imdb.com/title/tt0301357/,https://m.media-amazon.com/images/M/MV5BMjhlNTY2YzUtOWIwYS00MjIwLThjZGUtMDNiNTQzZmM1MTdjXkEyXkFqcGc@._V1_SX300.jpg
Osama,2003.0,Drama,"Marina Golbahari, Zubaida Sahar, Khwaja Nader",Siddiq Barmak,"After the rise of the Taliban in Afghanistan and the restriction of women in public life, a pre-teen girl is forced to masquerade as a boy in order to find work to support her mother and grandmother.",https://www.imdb.com/title/tt0368913/,https://m.media-amazon.com/images/M/MV5BMTg3NTM5MDAxMF5BMl5BanBnXkFtZTcwNTk0OTQyMQ@@._V1_SX300.jpg
Crash,2004.0,"Crime, Drama, Thriller","Don Cheadle, Sandra Bullock, Thandiwe Newton",Paul Haggis,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",https://www.imdb.com/title/tt0375679/,https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SX300.jpg
3-Iron (Bin-Jip),2004.0,"Crime, Drama, Romance","Lee Seung-yun, Jae Hee, Hyuk-ho Kwon",Kim Ki-duk,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,https://www.imdb.com/title/tt0423866/,https://m.media-amazon.com/images/M/MV5BMTM1ODIwNzM5OV5BMl5BanBnXkFtZTcwNjk5MDkyMQ@@._V1_SX300.jpg
Sideways,2004.0,"Comedy, Drama, Romance","Paul Giamatti, Thomas Haden Church, Virginia Madsen",Alexander Payne,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",https://www.imdb.com/title/tt0375063/,https://m.media-amazon.com/images/M/MV5BMTU0Mjg3MzkxOV5BMl5BanBnXkFtZTYwNDU1OTY3._V1_SX300.jpg
A Very Long Engagement (Un Long Dimanche de Fiançailles),2004.0,"Drama, Mystery, Romance","Audrey Tautou, Gaspard Ulliel, Jodie Foster",Jean-Pierre Jeunet,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",https://www.imdb.com/title/tt0344510/,https://m.media-amazon.com/images/M/MV5BYTY3MmY3ODktZWJmNy00NTQ3LWIzNzYtNGNhZmQ5YjI2NGRjXkEyXkFqcGc@._V1_SX300.jpg
Fahrenheit 9/11,2004.0,"Documentary, Drama, War","Michael Moore, George W. Bush, Ben Affleck",Michael Moore,Michael Moore's view on what happened to the United States after 9/11 and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,https://www.imdb.com/title/tt0361596/,https://m.media-amazon.com/images/M/MV5BMjAyODU1NzM0NF5BMl5BanBnXkFtZTcwNjI1MjYyMQ@@._V1_SX300.jpg
The Passion of the Christ,2004.0,Drama,"Jim Caviezel, Monica Bellucci, Maia Morgenstern",Mel Gibson,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",https://www.imdb.com/title/tt0335345/,https://m.media-amazon.com/images/M/MV5BNzMxY2Y4MzktMGNkNC00ODFjLWI3MGMtMzM2M2ExNmQxMGFmXkEyXkFqcGc@._V1_SX300.jpg
The Aviator,2004.0,"Biography, Drama","Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale",Martin Scorsese,A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,https://www.imdb.com/title/tt0338751/,https://m.media-amazon.com/images/M/MV5BYTUyYWJlNDgtOTM5Ny00YTQ3LWFmYTgtZjJiNTNkYjJlMmY4XkEyXkFqcGc@._V1_SX300.jpg
Million Dollar Baby,2004.0,"Drama, Sport","Hilary Swank, Clint Eastwood, Morgan Freeman",Clint Eastwood,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",https://www.imdb.com/title/tt0405159/,https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg
Head-On (Gegen Die Wand),2004.0,"Drama, Romance","Birol Ünel, Sibel Kekilli, Güven Kiraç",Fatih Akin,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",https://www.imdb.com/title/tt0347048/,https://m.media-amazon.com/images/M/MV5BMTMyNDhjZmYtNjY0Yy00N2M4LTlmNmUtNWY1MThmYmRmNTMxXkEyXkFqcGc@._V1_SX300.jpg
The Consequences of Love (Le Conseguenze dell’Amore),2004.0,"Crime, Drama, Romance","Toni Servillo, Olivia Magnani, Adriano Giannini",Paolo Sorrentino,An introverted man's life changes completely when he finds himself attracted to a young barmaid.,https://www.imdb.com/title/tt0398883/,https://m.media-amazon.com/images/M/MV5BY2IwZmI3MTgtY2JmZC00NzcwLWE1YjQtYjM5YzUzMjEwMzI2XkEyXkFqcGc@._V1_SX300.jpg
Moolaadé,2004.0,Drama,"Fatoumata Coulibaly, Maimouna Hélène Diarra, Salimata Traoré",Ousmane Sembene,"When a woman shelters a group of girls from suffering female genital mutilation, she starts a conflict that tears her village apart.",https://www.imdb.com/title/tt0416991/,https://m.media-amazon.com/images/M/MV5BYmUwNjYzM2MtYjFiMy00ZjVhLTgzOGMtOTM2YjZkMGJiZWVhXkEyXkFqcGc@._V1_SX300.jpg
Downfall (Der Untergang),2004.0,"Biography, Drama, History","Bruno Ganz, Alexandra Maria Lara, Ulrich Matthes",Oliver Hirschbiegel,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",https://www.imdb.com/title/tt0363163/,https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_SX300.jpg
Collateral,2004.0,"Action, Crime, Drama","Tom Cruise, Jamie Foxx, Jada Pinkett Smith",Michael Mann,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,https://www.imdb.com/title/tt0369339/,https://m.media-amazon.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_SX300.jpg
Paradise Now,2005.0,"Crime, Drama, Thriller","Kais Nashif, Ali Suliman, Lubna Azabal",Hany Abu-Assad,Two childhood friends are recruited for a suicide bombing in Tel Aviv.,https://www.imdb.com/title/tt0445620/,https://m.media-amazon.com/images/M/MV5BMTIyNTg4MjE4Ml5BMl5BanBnXkFtZTYwNzk0Mzc2._V1_SX300.jpg
"Go, See, and Become (Va, Vis et Deviens / Live and Become)",2005.0,,,,,,
Brokeback Mountain,2005.0,"Drama, Romance","Jake Gyllenhaal, Heath Ledger, Michelle Williams",Ang Lee,"Two shepherds fall for each other, but their relationship becomes complicated when they both get married to their respective girlfriends.",https://www.imdb.com/title/tt0388795/,https://m.media-amazon.com/images/M/MV5BMzM4OWFjMTMtZjNjOS00YmU3LTlhY2MtNjFiMTVkN2Y1OTZlXkEyXkFqcGc@._V1_SX300.jpg
The Constant Gardener,2005.0,"Drama, Mystery, Romance","Ralph Fiennes, Rachel Weisz, Danny Huston",Fernando Meirelles,A widower's transcontinental quest to find answers about his wife's death leads him to explosive secrets.,https://www.imdb.com/title/tt0387131/,https://m.media-amazon.com/images/M/MV5BOTU3OWMzMzgtMjYwMi00ZGIyLTk0YTctNDVkYzRmMTM5ZjlmXkEyXkFqcGc@._V1_SX300.jpg
Hidden (Caché),2005.0,"Horror, Sci-Fi, Thriller","Alexander Skarsgård, Andrea Riseborough, Emily Alyn Lind","Matt Duffer, Ross Duffer",A family takes refuge in a bomb shelter to avoid a dangerous outbreak.,https://www.imdb.com/title/tt2131532/,https://m.media-amazon.com/images/M/MV5BNDZkZjE3NGEtZmIzZC00MWUyLWJlN2ItNTc4ODcwMDY2ZmQ1XkEyXkFqcGc@._V1_SX300.jpg
Tsotsi,2005.0,"Crime, Drama","Presley Chweneyagae, Mothusi Magano, Israel Matseke-Zulu",Gavin Hood,Six days in the violent life of a young Johannesburg gang leader.,https://www.imdb.com/title/tt0468565/,https://m.media-amazon.com/images/M/MV5BNGVhMjgzZDktOTc5Yy00Y2M1LTk5NjctNWQwMmY5NmRjNTZiXkEyXkFqcGc@._V1_SX300.jpg
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006.0,,,,,,
The Prestige,2006.0,"Drama, Mystery, Sci-Fi","Christian Bale, Hugh Jackman, Scarlett Johansson",Christopher Nolan,Rival 19th-century magicians engage in a bitter battle for trade secrets.,https://www.imdb.com/title/tt0482571/,https://m.media-amazon.com/images/M/MV5BMTM3MzQ5MjQ5OF5BMl5BanBnXkFtZTcwMTQ3NzMzMw@@._V1_SX300.jpg
Little Miss Sunshine,2006.0,"Comedy, Drama","Steve Carell, Toni Collette, Greg Kinnear","Jonathan Dayton, Valerie Faris",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,https://www.imdb.com/title/tt0449059/,https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_SX300.jpg
The Departed,2006.0,"Crime, Drama, Thriller","Leonardo DiCaprio, Matt Damon, Jack Nicholson",Martin Scorsese,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,https://www.imdb.com/title/tt0407887/,https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg
Babel,2006.0,Drama,"Brad Pitt, Cate Blanchett, Gael García Bernal",Alejandro G. Iñárritu,"Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.",https://www.imdb.com/title/tt0449467/,https://m.media-amazon.com/images/M/MV5BNDY3YjliMzgtMTkxYi00MmRkLWI1YTktNGQ3NGJhNzVhNzg5XkEyXkFqcGc@._V1_SX300.jpg
The Last King of Scotland,2006.0,"Action, Drama, History","Jakob Oftebro, Kristofer Hivju, Torkel Dommersnes Soldal",Nils Gaup,"In the year 1206 Norway is raged by civil war. The King's illegitimate infant son, Håkon Håkonsson, which half the kingdom wants killed off, is guarded in secrecy by two men. A story which changed the course of the country's history.",https://www.imdb.com/title/tt4738360/,https://m.media-amazon.com/images/M/MV5BMTU0MzE1MjE0M15BMl5BanBnXkFtZTgwMDc3OTYwOTE@._V1_SX300.jpg
United 93,2006.0,"Action, Drama, History","David Alan Basche, Olivia Thirlby, Liza Colón-Zayas",Paul Greengrass,"A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",https://www.imdb.com/title/tt0475276/,https://m.media-amazon.com/images/M/MV5BMTI1Nzc3NjAwOF5BMl5BanBnXkFtZTcwNzYzMjYzMQ@@._V1_SX300.jpg
Volver,2006.0,"Comedy, Drama","Penélope Cruz, Carmen Maura, Lola Dueñas",Pedro Almodóvar,"After her death, a mother returns to her home town in order to fix the situations she couldn't resolve during her life.",https://www.imdb.com/title/tt0441909/,https://m.media-amazon.com/images/M/MV5BMjA0NTUxMjY1OV5BMl5BanBnXkFtZTcwNjI2OTMzMQ@@._V1_SX300.jpg
Children of Men,2006.0,"Drama, Sci-Fi, Thriller","Julianne Moore, Clive Owen, Chiwetel Ejiofor",Alfonso Cuarón,"In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",https://www.imdb.com/title/tt0206634/,https://m.media-amazon.com/images/M/MV5BMDNkNmNiYzYtYWY0YS00NWEwLTgwMWUtYjM0M2E4Nzk3MzhmXkEyXkFqcGc@._V1_SX300.jpg
Apocalypto,2006.0,"Action, Adventure, Drama","Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández",Mel Gibson,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",https://www.imdb.com/title/tt0472043/,https://m.media-amazon.com/images/M/MV5BMzJkNzI3ZmEtZmRhOS00YTM1LWI3OTAtZmVjZmNkODIxNmFmXkEyXkFqcGc@._V1_SX300.jpg
The Queen,2006.0,"Biography, Drama","Helen Mirren, Michael Sheen, James Cromwell",Stephen Frears,"After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.",https://www.imdb.com/title/tt0436697/,https://m.media-amazon.com/images/M/MV5BMTQ3NTMxODg1Ml5BMl5BanBnXkFtZTcwMjEyMjczMQ@@._V1_SX300.jpg
The Host (Gwoemul),2006.0,"Drama, Horror, Sci-Fi","Song Kang-ho, Byun Hee-Bong, Park Hae-il",Bong Joon Ho,A monster emerges from Seoul's Han River and begins attacking people. One victim's loving family does what it can to rescue her from its clutches.,https://www.imdb.com/title/tt0468492/,https://m.media-amazon.com/images/M/MV5BMTU4OTEzMzg4OF5BMl5BanBnXkFtZTcwMzUyNzYzMQ@@._V1_SX300.jpg
Once,2006.0,"Drama, Music, Musical","Glen Hansard, Markéta Irglová, Hugh Walsh",John Carney,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",https://www.imdb.com/title/tt0907657/,https://m.media-amazon.com/images/M/MV5BYmFmZmRkNzYtMTcyNy00NjY3LTkyNTUtNGExZjViNGFhZDdkXkEyXkFqcGc@._V1_SX300.jpg
Pan's Labyrinth (El Laberinto del Fauno),2006.0,"Drama, Fantasy, War","Ivana Baquero, Ariadna Gil, Sergi López",Guillermo del Toro,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks.",https://www.imdb.com/title/tt0457430/,https://m.media-amazon.com/images/M/MV5BOTc1NTAxMWItMWFlNy00MmU2LTkwMTMtNzMwOTg5OTQ5YTFiXkEyXkFqcGc@._V1_SX300.jpg
The Lives of Others (Das Leben der Anderen),2006.0,"Drama, Mystery, Thriller","Ulrich Mühe, Martina Gedeck, Sebastian Koch",Florian Henckel von Donnersmarck,"In 1984 East Berlin, an agent of the secret police conducting surveillance on a writer and his lover finds himself becoming increasingly absorbed by their lives.",https://www.imdb.com/title/tt0405094/,https://m.media-amazon.com/images/M/MV5BYjM1N2Q0YWEtN2E5MC00NDM3LTk2NTEtMTc1NTk5OTA5ZGIzXkEyXkFqcGc@._V1_SX300.jpg
Atonement,2007.0,"Drama, Mystery, Romance","Keira Knightley, James McAvoy, Brenda Blethyn",Joe Wright,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,https://www.imdb.com/title/tt0783233/,https://m.media-amazon.com/images/M/MV5BZmQ5ZjZlMzMtODA1ZS00NTNiLWIzOTYtOTQyYjQ2YWQxMTA1XkEyXkFqcGc@._V1_SX300.jpg
There Will Be Blood,2007.0,Drama,"Daniel Day-Lewis, Paul Dano, Ciarán Hinds",Paul Thomas Anderson,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",https://www.imdb.com/title/tt0469494/,https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_SX300.jpg
Paranormal Activity,2007.0,"Horror, Mystery","Katie Featherston, Micah Sloat, Mark Fredrichs",Oren Peli,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",https://www.imdb.com/title/tt1179904/,https://m.media-amazon.com/images/M/MV5BMjY1NjcxODQ4MV5BMl5BanBnXkFtZTcwMzUxNjM4Mg@@._V1_SX300.jpg
The Bourne Ultimatum,2007.0,"Action, Mystery, Thriller","Matt Damon, Edgar Ramírez, Joan Allen",Paul Greengrass,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,https://www.imdb.com/title/tt0440963/,https://m.media-amazon.com/images/M/MV5BYzE3ZGM4MzctZjU5MC00NWE2LTg5ZjYtMDFiM2ZlMWQ1MjkwXkEyXkFqcGc@._V1_SX300.jpg
The Diving Bell and the Butterfly (Le Scaphandre et le Papillon),2007.0,"Short, Horror","Lorelle Phillips, Ryan Anderson, Tyne Glen",Sean Henderson,N/A,https://www.imdb.com/title/tt27505501/,https://m.media-amazon.com/images/M/MV5BOTNlZmEzNjAtNWI3Ni00YmExLTgzZDgtMDBlYTI2YmQyNjViXkEyXkFqcGdeQXVyMTU1MTIxNTUx._V1_SX300.jpg
Surfwise,2007.0,"Documentary, Sport","Juliette Paskowitz, David Paskowitz, Jonathan Paskowitz",Doug Pray,"Doug Pray explores the life of surfer Dorian ""Doc"" Paskowitz.",https://www.imdb.com/title/tt0479547/,https://m.media-amazon.com/images/M/MV5BODQxNDQwNTg5Ml5BMl5BanBnXkFtZTcwNDEyODU2MQ@@._V1_SX300.jpg
Into the Wild,2007.0,"Adventure, Biography, Drama","Emile Hirsch, Vince Vaughn, Catherine Keener",Sean Penn,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.",https://www.imdb.com/title/tt0758758/,https://m.media-amazon.com/images/M/MV5BNTgwZTJhNWMtNzVjMy00YzQzLWI4MTAtYmJhOGQ5ZmQ3MDM0XkEyXkFqcGc@._V1_SX300.jpg
La Vie en Rose,2007.0,"Biography, Drama, Music","Marion Cotillard, Sylvie Testud, Pascal Greggory",Olivier Dahan,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",https://www.imdb.com/title/tt0450188/,https://m.media-amazon.com/images/M/MV5BODgwMDcyMTAtY2I5Yy00OWMyLTgyYzktYWExMTJkMzM1Yjg4XkEyXkFqcGc@._V1_SX300.jpg
No Country for Old Men,2007.0,"Crime, Drama, Thriller","Tommy Lee Jones, Javier Bardem, Josh Brolin","Ethan Coen, Joel Coen",Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,https://www.imdb.com/title/tt0477348/,https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg
The Hurt Locker,2008.0,"Drama, Thriller, War","Jeremy Renner, Anthony Mackie, Brian Geraghty",Kathryn Bigelow,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",https://www.imdb.com/title/tt0887912/,https://m.media-amazon.com/images/M/MV5BNzgyMGM2YTItYzY2Yi00NDQ0LWE0M2EtMGUzYjFlMDgyY2M3XkEyXkFqcGc@._V1_SX300.jpg
Wall-E,2008.0,"Animation, Short","Pepijn Hikspoors, Joe Porter","Brian Bear, Cas van de Pol",N/A,https://www.imdb.com/title/tt20453422/,https://m.media-amazon.com/images/M/MV5BMTY5Yjc1YzUtMjkxMS00YTY3LThkOTAtZGI0ODFlN2Y3OGJjXkEyXkFqcGc@._V1_SX300.jpg
"The Good, the Bad, the Weird (Joheun nom Nabbeun nom Isanghan nom)",2008.0,"Adventure, Drama, Western","Clint Eastwood, Eli Wallach, Lee Van Cleef",Sergio Leone,A bounty-hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,https://www.imdb.com/title/tt0060196/,https://m.media-amazon.com/images/M/MV5BMWM5ZjQxM2YtNDlmYi00ZDNhLWI4MWUtN2VkYjBlMTY1ZTkwXkEyXkFqcGc@._V1_SX300.jpg
The Curious Case of Benjamin Button,2008.0,Drama,Gianluigi Carelli,Gianluigi Carelli,N/A,https://www.imdb.com/title/tt4113798/,N/A
